,company_name,job_title,involvement,workplace_type,industry,employee_count,followers_count,link,posted_date,country,state,city,level,applicants,skills,job_class
727,IBM,Practitioner - Finance and Administration Delivery,Full-time,On-site,Information Technology & Services,10001,14946567,https://www.linkedin.com/jobs/view/3444036471/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=gzFQFVWMyp%2BdyDyv%2BlXKZg%3D%3D&trackingId=lwxKKlTgaARTuIioKFs28Q%3D%3D&trk=flagship3_search_srp_jobs,1 day ago,India,Karnataka,Bengaluru,Full-time,11.0,"finance, support, accounting, design, documentation, collaboration, artificial intelligence, ai, blockchain, marketing, business",Class 2
728,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Class 4
729,Agoda,Senior Application Security Analyst,Full-time,Hybrid,Computer Software,7500,421375,https://www.linkedin.com/jobs/view/3422416081/?eBP=CwEAAAGF0w2RV436Olanp47PH8Q3q2AxmbZqpM0Ytv59Pbuh4v0U0BR377duBE7KpQg9v6buArS3OB5nLObBDpWW0Q1YVpPrbW9mP7AfOlwkhXHXjxDgnumzGiZUHvwHxRYvukRzqu-wgDQH8iXfVULfSmJzU68GumLC-JH7AXSEGTz6hyO_mb8QEEso6NcHS1d4gcL66daAAynlNl-yAVkCaHYhHB9KsEi1mRFQyb5Io2IESan7LnHZXI1Qi3qEFEA3clKwPU5T3ZpjUjlkVbw2TuNPMSpieatsNfp3JW3_mh5CynlFZ2vauNjlXBmBj0wmme1RfpR8-FErMoIZ5Su_V2BXmMmrHQ&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=VvYy6MvQ3%2B1LmvktSanhDA%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Uttar Pradesh,Lucknow,Mid-Senior level,2.0,"support, devops, testing, rancher, programming language, python, graphql, code review, scanner, azure, bash, openshift, collaboration, database, analytics, continuous deployment, security",Class 1
730,JD Finish Line,Store Management - Westroads Mall,Full-time,On-site,Retail,10001,55984,https://www.linkedin.com/jobs/view/3430669893/?eBP=CwEAAAGF0w2RV1zSZzb58VhLySROIL14A8brHCMd3RvpXWX3d0eeq_Nj7XMiZ2QogHOPdk_aMiImXLzhFEI1jsG9Z7M7ne2gAKI4fZ5AOasRax-FAlHjspKDM6B4WHikFAkCC2SJQUvdm4WG6tYUq_6iXQDUjMM29z0459KtRYsJ43SE7DD6BE8wCmUvX40XsZJXliVEiLpQCOPv5imXXY3F6jOpBN1vwB14DiqWwNw-GqJiCyAUKeV8tX3HM7Yv8qcDl6WlMGRrhKp678y1haeaudgFetf1tUm1f0wPEk_s3lfT_bkxhXD8-gs3rqpP0J1YER35eWwbqolnLISom4meSD5MEAAWBQ&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=QMP6fJ%2BKMH5n4iASA8tsfQ%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Telangana,Mall,Mid-Senior level,6.0,"support, business, collaboration, performance metric, security",Class 1
731,IBM,Big Data Engineer,Full-time,On-site,Information Technology & Services,10001,14946568,https://www.linkedin.com/jobs/view/3422725348/?eBP=CwEAAAGF0w2RV4WoVRDtWQdW1D7hYLujKoNC9nHiVLD4NwgeANruXiV1CDwkpZ6oZ2DTRqa8evHXsi23mgg65XIMA0kYC6nefxthvkmdUZJuf-LHLPjJKN4RR8rIxI5Tlo9w6mb0QAMjSSTikXfugxme8EStRxbkYWxlB6AxYIFOClcL8R6mPv5MIpYg-pCFjJebjGzptGZIBRSdwuf6J5IYFqKvf0IyWiQt6yRh31v9AB8v5scXUjFtwbcio3GgSJVUfYPkcUfmfTwFoM0k_y-iwCpD8aidpPkyThMqz7bcs0wvsByGUw4h_ZdA0ud6AD9yTIqF5kL-aQqvkrSiVlfEEA21K_XUJ9hZRYgDGVdfvysKsirsgHwWb36ULMT7F6r9y0E&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=BTQvXoV%2FeFSZRVKJWe4byA%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Karnataka,Bengaluru,Full-time,13.0,"scala, storm, ai, scripting language, nosql, design, documentation, programming language, airflow, artificial intelligence, serverless, engineering, software, collaboration, business, support, domain knowledge, big data, blockchain, database, analytics, workflow, cassandra, python, hadoop, azure, stream processing, computer science",Class 2
732,Gartner,DevOps Engineer,Full-time,Hybrid,Information Services,10001,1492837,https://www.linkedin.com/jobs/view/3424006107/?eBP=CwEAAAGF0w2RV5aMeEvEvjX79xzhFkAQ_YxIMBhePYJAeA1sE_eIe6f1add-vNhdISIBBSGgu86RHRTslzfdPQ2N-bgzjswX1YON5TQzaJnJCZ1sSeiKOkRsm_zlAmzyIetwkeUnJFkGmfFyCQiHeBDB54yM0bOggbie4U4o7tOunxlmFZ0yNKB_Gh2XsdPuy3RkhGSkYxnD3c1Qb9YWdJydl5esYm2AgUES3xy8e7m6DsFb6n5JTc-ogCmPVcRKTwJxmQpP9l-yBZDDgf2IwvsWOq5NtNMOhZHPSY3s3y1cA91ymDu7AG_vfWozLKVI8JAXaplcFJ_zUHtsp7gUAfTmLDpxbtY&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=%2FirA%2BSMSgWCg%2Br9PjAYE4w%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Haryana,Gurgaon,Mid-Senior level,81.0,"java, chef, security, terraform, deployment, serverless, ansible, engineering, collaboration, business, support, devops, packer, datadog, framework, ambiguity, workload, kubernetes, groovy, ubuntu, jenkins, docker, shell, python, azure, computer science",Class 1
733,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Class 4
734,Accenture in India,Employee Relations and Policies Specialist,Full-time,Not-given,Information Technology & Services,10001,1551856,https://www.linkedin.com/jobs/view/3426070091/?eBP=CwEAAAGF0w2RV_9JUXXQmQcPj_vC8O0VeQDDooIRXPGgsfnBLWfd3vrhLwq86vsAeWHbKoDxCJEe_wTbKhjQrizQnEBXxihpR353fpz3wRcj5FF5zwXIxSaYGeUkCu3bJEXiLzd2e5Cnr3V4R7q0idKFxIuDHDRztOeLrR6aBMNd7CMhemxZ2kx3NSGqZegwT6Ihhw_IxDuyA_iIlBmpc4TdGyPveH0zVNDE5YRbV4dtywFKUL4XbkTdxuJqiGDsN9DndUhvJQKq26FP-IG8ek6iHvoWWnJRm_YCNJeCjf09E-in1Mfexq_Ei4cUuVUOjW55yDsX5K3jLkZNd3Mb0ro-mfSU39o&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=PRKub7%2BvJrwlgHPzn7Osiw%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Haryana,Gurgaon,Mid-Senior level,126.0,"finance, support, security, deployment, business process, marketing, analytics, business",Class 1
735,Wells Fargo,Associate Operations Processor,Full-time,On-site,Financial Services,10001,2081995,https://www.linkedin.com/jobs/view/3426374959/?eBP=CwEAAAGF0w2RWPyQ7THK7g32FBzxRSaMuFofuRd-VUWzMjAI4v8HZhY0fjgk39__j482KgWwUUe3WD9Bylk43lwPOlUQeuFM_HboOrVHek0QgVl7MsU2DxJVoRm3FZ-xGs0Fzi_pFmi9xA1orpRflsr4EBgjEJwgCmbdsKXCmq3-cmvoOu6elkE57o4QZwHaSSbkc3gTpqcr1VybER6MFhLOki1odcIWuXxPkdy0q7douXxzVuZC2mgQcTP77PWKu-7OzZ35_OZmWbqBx76VR404uHPpzOJ-wP2uZtGt-B2ta9GIE8j8m6SBit81recbsB-Ke7zf_tU8vJKQlKwNpzdvXL8cpc0&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=tw0t3fneQSbiQjHpCtfprg%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Karnataka,Bengaluru,Associate,200.0,"support, finance, accounting, monitoring, business",Class 4
736,JPMorgan Chase & Co.,AVP - ICC Legal Counsel,Full-time,On-site,Financial Services,10001,3617370,https://www.linkedin.com/jobs/view/3424458271/?eBP=CwEAAAGF0w2RWGRneRhdPVLtvKF0uWYNDe9DvEEIMTmvO5DhdGvGvIU456mHjfZvpF__HXI8b0TTu-tiPY6c1ZrmUr2hu9A0ZevnesTM0WvOWoeHSZhNMs_CfxDCEbH9HLJ1GYDQQyGe4EsHuuG6xZbM3XLn4yBewfPx_1afmWVADqxzL6gUNDrzgV7GMMz6cQWVJpBKGgj9ZBF97ch_BdOPb4uWGUyo182SeWR8lPNh1r3qLyiNqK4oJpWNCuhICX-z0iKl9vJVJLt5pugZXrty2ZSXpUIxld08ykZFVoda3dj9-qK7C4GdzfmOkEd6Htl8CcwkxpgQAyPU0MlOLCPIujiCI_VOsVtMfrCp4Eh7DpCZC6I8ozOrpwCYvKqk764wzEA&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=bY%2F%2BrtkwZ4e9HkhCGL7FgA%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Maharashtra,Mumbai,Mid-Senior level,200.0,business,Class 4
737,Samsung India,Linux Driver Developer,Full-time,Hybrid,Consumer Electronics,10001,136915,https://www.linkedin.com/jobs/view/3445736163/?eBP=CwEAAAGF0w2RWBnTvJhVKldR5O62G40vDm1FW08kIJRQEvvpDq3Rs69yU7TF-Z14NjxgibCZZ7CWxjrIy5oQNQZ11Mi_7Zq9qTthiUuBFnp0kVwyc80FcP8f1yGJwLyiddECCWm1RlYGSh5cknstLOiwEkUsVSnduYrXIEoOTjhCVPpOe6LLGgh6I-fqZW5Oq_ZxoBuqtxJAOuXNInIbis_XW-0ZcES_VkR5Z-jIKZuRkMouDdBnhFOtMuBq85_rbnNbf32ODNXgQd9DbsKrgqGVayIEIePb0qweTFLbQJcBEdWZsqqRluuLijwgRajpWlxjEbvJIIYDzxwWUuBxzxoIobP3D6ghr9n1WU8WyKn0fX8_S-dBlpzLwMH-Dar-QK6Y32uP0w&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=kbxoLW6GdhHpVSfh8gkcgQ%3D%3D&trk=flagship3_search_srp_jobs,3 hours ago,India,Karnataka,Bengaluru,Mid-Senior level,30.0,"support, release, linux, debugging, medium, mobile, ethernet, framework, power management",Class 1
738,Hitachi Energy,GET,Full-time,On-site,Electrical & Electronic Manufacturing,10001,643961,https://www.linkedin.com/jobs/view/3429343873/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=d7KU3wqICu47HeBS01qmPA%3D%3D&trk=flagship3_search_srp_jobs,22 hours ago,India,Gujarat,Savli,Full-time,200.0,"collaboration, material, business",Class 1
739,IBM,Package Specialist,Full-time,On-site,Information Technology & Services,10001,14946572,https://www.linkedin.com/jobs/view/3444035508/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=QyicyMCPb89BD93LzxBhTw%3D%3D&trk=flagship3_search_srp_jobs,1 day ago,India,Maharashtra,Pune,Full-time,1.0,"support, testing, accounting, design, documentation, specification, artificial intelligence, ai, blockchain, collaboration, business",Class 2
740,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Class 4
741,Uplers,Data Scientist/ Data Analyst,Full-time,Remote,Information Technology & Services,3000,747338,https://www.linkedin.com/jobs/view/3447719993/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=I3fiM2lLr2uLzHNEpi7M2Q%3D%3D&trk=flagship3_search_srp_jobs,5 hours ago,India,Karnataka,Bengaluru,Mid-Senior level,122.0,"support, scala, data science, java, business, data mining, framework, machine learning, engineering, analytics, computer science, business intelligence",Class 1
742,Kaarlo Training & HR Solutions Pvt. Ltd.,Agency Development Manager,Full-time,On-site,Human Resources,6,793,https://www.linkedin.com/jobs/view/3425816109/?eBP=JOB_SEARCH_ORGANIC&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=FX4yavSXoymTE7FvNwvqrg%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Uttar Pradesh,Noida,Mid-Senior level,1.0,business,Class 1
743,Westin Hotels & Resorts,Purchase Executive,Full-time,On-site,Hospitality,7500,201206,https://www.linkedin.com/jobs/view/3427569013/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=YShhxBKs7l3hHzy%2BY0zzcA%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Telangana,Hyderabad,Mid-Senior level,57.0,"support, schedule, computer program",Class 1
744,AKS ProTalent,Placement Director,Full-time,Remote,Higher Education,30,325619,https://www.linkedin.com/jobs/view/3444059526/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=Vg5DDrpVbf3R2s2%2FNp1URQ%3D%3D&trk=flagship3_search_srp_jobs,3 hours ago,India,any,any,Mid-Senior level,63.0,"schedule, release, database, software, interaction, performance metric",Class 1
745,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Class 4
746,Ryan Creative Living,Telesales Executive,Full-time,On-site,Design,125,486,https://www.linkedin.com/jobs/view/3427517624/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=Dtsc9Qk2O1z6Defw96qCOQ%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Haryana,Gurgaon,Mid-Senior level,1.0,"design, database",Class 1
747,IBM,Application Developer,Full-time,On-site,Information Technology & Services,10001,14946575,https://www.linkedin.com/jobs/view/3444038104/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=SsN2ITcOhTW5ECnY5vW4Vg%3D%3D&trk=flagship3_search_srp_jobs,1 day ago,India,Karnataka,Bengaluru,Full-time,Not-given,"support, java, design, commerce, documentation, collaboration, enterprise system, framework, artificial intelligence, sketch, ai, blockchain, software, interaction, wireframing, business",Class 2
749,TaskUs,Quality Analyst,Full-time,Hybrid,Outsourcing/Offshoring,10001,159263,https://www.linkedin.com/jobs/view/3427171625/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=qZ11KUdJXCoASUQ%2FNaizfQ%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Madhya Pradesh,Indore,Mid-Senior level,190.0,"support, business",Class 1
750,Bajaj Finserv,Manager - Digital Product Finance - Prim,Full-time,On-site,Financial Services,10001,912904,https://www.linkedin.com/jobs/view/3427211763/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=suDl9IcuE3DkTKLte2AbGQ%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Chhattisgarh,Patna,Full-time,20.0,"finance, trend analysis, process management",Class 1
751,Haleon,Sales Executive,Full-time,On-site,Consumer Services,10001,73452,https://www.linkedin.com/jobs/view/3447784040/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=pVxmTGXdVXZnLGbKfHT3YA%3D%3D&trk=flagship3_search_srp_jobs,4 hours ago,India,Haryana,Gurgaon,Mid-Senior level,0.0,"support, commerce, play, business",Class 1
752,P.S International HR Consultants,Sales Executive,Full-time,On-site,Human Resources,30,3499,https://www.linkedin.com/jobs/view/3426777039/?eBP=JOB_SEARCH_ORGANIC&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=FIlpr%2FI%2F0j5303mOtjNBbg%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Delhi,Delhi,Mid-Senior level,1.0,support,Class 1
753,Elements HR Services Pvt Ltd,Marketing & Communication,Full-time,On-site,Human Resources,125,24398,https://www.linkedin.com/jobs/view/3425940898/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=33vFBIt7v2uSttN%2BPaoxoQ%3D%3D&trackingId=tawu3F8Uhei9OQwinoNVSw%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Delhi,Delhi,Internship,11.0,"support, material, email marketing, design, medium, certificate, marketing, business",Class 1
754,Agoda,Senior Application Security Analyst,Full-time,Hybrid,Computer Software,7500,421375,https://www.linkedin.com/jobs/view/3422412662/?eBP=CwEAAAGF0w7CYLMUTHZJ1JDVVTfR1x1T_AXcdATpwJqWBTMFA5scSMW2K_U1CRX4hKGWnmVqZxgBxeFyfSSQf1UiaIPz1FQoM0-srdYJjbyIvRT1nWY__V8YHJWxjRZ2CpxrNyCbAmCi7QS3HnxoZGIPrJ4j7hs7aekjmkiCkRIvLVZMxERxVyx89UBYf-39Q9RpLN7wKWYf-2w-dG4LhE1rMLEj-aIGEnu8-BEb_zTWVofLhfRF7PI7vceyZAwmOa_2IBDs5Sv-qjRYBh6ioUr99KVAUllKLATVGM-Ii2Fwx7kupTQbieQYpaL0jeG12hsKM5FTveoeVXn4CVstoxFMIIP-guM&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=Kz%2B9ZprhW%2FvXbKJiJ4QLWw%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Uttar Pradesh,Lucknow,Mid-Senior level,2.0,"support, devops, testing, rancher, programming language, python, graphql, code review, scanner, azure, bash, openshift, collaboration, database, analytics, continuous deployment, security",Class 1
755,JD Finish Line,Store Management - Panorama Mall,Full-time,On-site,Retail,10001,55984,https://www.linkedin.com/jobs/view/3430949382/?eBP=CwEAAAGF0w7CYHv2JvfphhQqr4IT11mbrIZW-6ORXNAFlAqJaw4YkXzZVcqRTo3ku3WcJJBBX2ToRUojdSE283bBrkK1N4WLG9-PU3BARaR-UZVEmxio4WA_KCfbRKHP-PB8ukFy-mZ3ftXup1rHyUOcmqWRyyaTM0pj_uPi06mtVuLeGdXxiAD9B3hiA9I4f_w_lZA6vfNv9TRCTMA1mSnWd6B4cKLpPBltUVDWT2acf6TYjnVG-GQ8EXHnDjYNOdJ6VcDah78qIf0IPR8qx5dFM_9i0CzN8bcgPL-_BNN5iw7Sf7jl_FS5HXR9w_WncnzqMvBQbuCwZ44NKZvMhNmF59gT7V8&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=Gk40mGLHSZMN3YZabifb0Q%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Uttar Pradesh,Malihabad,Mid-Senior level,7.0,"support, business, collaboration, performance metric, security",Class 1
756,JPMorgan Chase & Co.,CIB OPs_Transaction Assoc,Full-time,On-site,Financial Services,10001,3617377,https://www.linkedin.com/jobs/view/3419689441/?eBP=CwEAAAGF0w7CYEBAWYNO4oDZkIy9893v8G8o5ujX4MC2FPvvnyKBac7sg8hXZKmI8_7tWIoib2Xw5YXN_i7C7qps-Vfyy2Gtbwws2P0BM-Sf64q64xjDqwDHCqXp__NBdVGpwVM_2SguKm1fGGl3UcYD7jFKHBTTHh6PncdZuUC5ngHjjiNjKnmgkUGLoISlcfgiNKmtGP8OrWe-MAbjRe7qB5E776aS8eVJtVSEl8ACF0xLYnXlwGxzNMu60N-BtAvPP1GgQdlFcnuWQ6YkQXI_EtMApgbFqR5n1JJaAyMJpeilqgP6oZylhq0NWZnLj3kRbve2mixS6SbvuGR01J2hkacbAwmbTB8j7x_LQ5uID6UTYNtAVJFpvju_WslXxhZFRrI&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=FP7h8jr23z9Gds1a%2BTpy%2Bg%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Maharashtra,Mumbai,Full-time,61.0,business,Class 4
757,Ryan Creative Living,Interior Designer,Full-time,On-site,Design,125,486,https://www.linkedin.com/jobs/view/3427208323/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=Uu6A83FL0i5EUUaz%2By6T8g%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Delhi,Delhi,Entry level,73.0,"design, specification, software, business",Class 1
758,Marriott Hotels,Assistant Director of Sales - Proactive,Full-time,On-site,Hospitality,10001,466526,https://www.linkedin.com/jobs/view/3427264997/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=CAUsg40acoCw3E1dq9VM4w%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Maharashtra,Mumbai,Mid-Senior level,19.0,"support, accounting, schedule, software, marketing, certificate",Class 1
759,Alstom,T&C Engineer,Not-given,Hybrid,Transportation/Trucking/Railroad,10001,1105715,https://www.linkedin.com/jobs/view/3432876653/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=SvqCVllj7uJD%2B%2BuxIrkvIQ%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Maharashtra,Mumbai,Rail Transportation,45.0,"support, testing, engineering, specification",Class 1
760,A V Immigration and Careers Consultancy Pvt Ltd (Apex Visas),Immigration Consultant,Full-time,On-site,International Affairs,350,43401,https://www.linkedin.com/jobs/view/3426772879/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=pTRCgHt6gd%2FFW83BC5%2FiRg%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Delhi,Delhi,Mid-Senior level,9.0,"schedule, material, monitoring, documentation, mobile",Class 1
761,YES BANK,Sales Manager- Affordable Housing,Full-time,On-site,Banking,10001,786326,https://www.linkedin.com/jobs/view/3444022892/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=wrrxig3J94wLRrf6rrzOKw%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Odisha,Bhubaneshwar,Entry level,Not-given,"support, documentation, self management, business",Class 1
762,Indian Women Blog,Teaching,Part-time,On-site,Marketing & Advertising,30,389,https://www.linkedin.com/jobs/view/3431847277/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=dSmbf%2B46G9mnoYJyEiWjNA%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Rajasthan,Jaipur,Internship,5.0,"schedule, medium",Class 1
763,Talish Solutions,Administrative Officer,Full-time,On-site,Staffing & Recruiting,6,1674,https://www.linkedin.com/jobs/view/3426771831/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=ko6KrMSdEFUXuUpG8GF4hw%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Delhi,Delhi,Entry level,55.0,"support, software, business",Class 1
764,Aces Global Consulting Pvt Ltd,Sales Coordinator,Full-time,On-site,Human Resources,30,717,https://www.linkedin.com/jobs/view/3427517611/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=sqJ6vW962HrIOzqTjKeYPA%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Delhi,Delhi,Entry level,29.0,"support, schedule, back office",Class 1
765,TaskUs,Quality Analyst,Full-time,Hybrid,Outsourcing/Offshoring,10001,159264,https://www.linkedin.com/jobs/view/3427169641/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=Oc6mslC%2BW3Wp%2BdLPpUNVPw%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Madhya Pradesh,Indore,Mid-Senior level,200.0,"support, business",Class 1
766,IndiaMART InterMESH Limited,Sales Executive,Full-time,On-site,Computer Software,3000,177026,https://www.linkedin.com/jobs/view/3445706145/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=Ecmrd1hqcyGuyIfJ4eoICw%3D%3D&trk=flagship3_search_srp_jobs,5 hours ago,India,Delhi,Delhi,Full-time,4.0,"database, business",Class 1
767,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Class 4
768,Alstom,Mechanical Engineer - Carbody Shell,Not-given,On-site,Transportation/Trucking/Railroad,10001,1105713,https://www.linkedin.com/jobs/view/3432672302/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=zYzu9GsaN0esgdU3Iz%2BDdw%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Karnataka,Bengaluru,Rail Transportation,87.0,"support, material, design, shell, industrial engineering, engineering",Class 1
769,Tech2Globe Web Solutions LLP,Lead Generation,Full-time,On-site,Information Technology & Services,125,5232,https://www.linkedin.com/jobs/view/3431843744/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=6K3loFOLtGwLYqRDojgWxQ%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Delhi,Delhi,Internship,7.0,"email marketing, android, java, design, medium, ruby, certificate, database, software, business",Class 1
770,Kavishala,Product Management,Full-time,On-site,Internet,6,898,https://www.linkedin.com/jobs/view/3431847656/?eBP=JOB_SEARCH_ORGANIC&refId=96fyNhHDNfxa7nYOkSKVdA%3D%3D&trackingId=0DmM646wymht5%2Bp2j91J3w%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Haryana,Gurgaon,Internship,13.0,"design, certificate",Class 1
