,company_name,job_title,involvement,workplace_type,industry,employee_count,followers_count,link,posted_date,country,state,city,level,applicants,skills,job_class
0,Genpact,AM-INS016838,Full-time,On-site,Information Technology & Services,10001,2433444,https://www.linkedin.com/jobs/view/3427456493/?eBP=CwEAAAGF0usrTV2MR6kVL1XzvQAtZWQjMJdWxeo2ZGDyEvbi1grTSBnz9i9Qa9b-TAgD_CNSHFfxDmFBJ8rUEFVFe-hSpNk9yT_CS-ZpaeOlzoiYdVknI73HqwxBSmxhJaF1il7dKlQUIylLICLNHYNcqSEh9zSCc-WwQi0vmskLM7cuAOCtvGaeLAst7VQLXgCP0IcLdFni1-0YwxjU3w18slejri3V51nQBfkV8KM9X3TYySELf9iGB-QgHWSfVJ1lNxFSpZgrm2t-da5OE0YVbliPd84ZQhIRRiEUCR28B4TSQPx6Fndf80M8M79KsvoF27iykNRd-GTBVBgmipMNEQLQGFsCGF9R&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=k%2F%2F34847IN%2BbgU3zzap79A%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Haryana,Gurugram,Associate,40.0,"support, accounting, workflow, twitter, schedule, react, tracking system, business",Class 4
1,Acolyte Technologies,Business Development Executive,Full-time,On-site,Computer Software,125,828,https://www.linkedin.com/jobs/view/3443706169/?eBP=CwEAAAGF0usrTd2lIJl93rLePnEhD7Gbj3UhgazzsMayc8TjfNeIrr3hUjoovznvdrKBjoGCJ66dbPjBe2nzGTO2tXqkjM2KCHkZnz9GXbFJBvMoX4FI8hsS-cyBo_qsnNyuYaTXN70AixbPjxqEhJ1z-9l52jtcaQut6i-akBMNhmwleR5xOLYBsIYhRMITu7L-etTVMVbx69IUyADdeQ7K0ON6Bmohl6VM_n_PK48AoJcOGUIkQcs94TzsWk1RMZz0khgWXYvsBl44cv_tbrGhJp11hW3bG9i7noQfvvOwvILCNORT9jM8NuU8oJj9OGTWWr1HGHarU5XqHuQa0uxaucZASYJox3FNlmJ2kmdELWta16jJJ6KZ3yh38quKqnCPY06PUT0OehsXfR5Dyf0AyuEi&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=sqEiLIxgzP0MiPCkYjZVPg%3D%3D&trk=flagship3_search_srp_jobs,58 minutes ago,India,Rajasthan,Jaipur,Full-time,9.0,"collaboration, marketing, business",Class 1
3,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Class 4
4,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Class 4
5,Montdor Interior Pvt Ltd,Sales Executive,Full-time,On-site,Architecture & Planning,30,1260,https://www.linkedin.com/jobs/view/3445717821/?eBP=CwEAAAGF0usrTWfCvE6Vsjiycf8DK7glOZL5T8hWiL-S6mPffC_ZIF5oUbziOlfR0KKbu_ZEZLs1YmqTENKi2JJRJF0tIgQ8-8rSszulSRkc6U8RGYJep6_-5l5zciolY3HEm2EMA_dgJJXL2UmpyrNE6m-E8sOIU4mUNYdXOL1zHO54tYLUYwB59-yXBNFhKnOerbukSY2ao5epvolhiZJUShWUkmQq76fgYQMbeczhfzwCUXPiNusEKQ500WWmqiCkXCKdbIEMFaj47gRTQSlmCsSiBhZFAMEWNr6leSldsguGnyFLEUkExZWPcyqtGOOOiTrJ8GFio6PGw3fZ7fRFbOfPUMjqU1kAJ0TmK2-7QgsFezhH0Hq5IjZnC4BhvybjYVPMan1sljPWhAMfzTuYPy4Q&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=oHGJDS7jsbnVA42wzIjA5g%3D%3D&trk=flagship3_search_srp_jobs,1 hour ago,India,Gujarat,Rajkot,Full-time,4.0,business,Class 1
6,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Class 4
7,BYJU'S,Business Development Associate,Full-time,On-site,E-learning,10001,1735583,https://www.linkedin.com/jobs/view/3444056736/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=f19n7UXqooukGeWdFQHgOA%3D%3D&trk=flagship3_search_srp_jobs,58 minutes ago,India,Uttar Pradesh,Noida,Full-time,5.0,business,Class 1
8,Appen,Search Engine Evaluation,Part-time,Remote,Information Technology & Services,750,894571,https://www.linkedin.com/jobs/view/3426211140/?eBP=CwEAAAGF0usrTXFTGh2HPoBEWjenuUoDgmsniMiiIkAyUTIKIHPNkTwnECtkmQoAQHbZmOoLSv0SaUeYTdwnuKx6JtYgDsE_-_BzWoP_Ns1pVDq3qzppr49-wsc36wsEUZ16miMqXbNoZioBKBU28QpVViAnZ07puNjhQxD8mbO8BiM8XfRFqMOU7DvIe9piEMt1gOnBh2WY5a5svu2MmWHyxJdVS7DTx7F_3OMeY5Is-fa3iyfEaRoJeSCCHH75TnwRnXF2T_U-K6GarcLjUxJRlYT7ZkhRusQ3Yt5aQybvF9_i8RTB_AUMpFUivpAoPJx7worvc-0rZHrTpL-qkU9j_54E9TgP5g&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=C5FdZZVk284T8cLnWFrLHA%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Uttar Pradesh,Varanasi,Part-time,48.0,"specification, artificial intelligence, search engine, ai",Class 1
9,Mastercard,Lead Database Engineer - Cassandra,Full-time,Hybrid,Information Technology & Services,10001,1174213,https://www.linkedin.com/jobs/view/3429063705/?eBP=CwEAAAGF0usrTeNkn_TRPBlaXK3eo5H_stIThHuTomTgkLjQw47ngcOTj_1uTdgzpgXXqg3q4-hrIbx6MeNdL9TJ157woY5BTDbGaDP9ZcsodRqSo-TpcXCvaP7bxHr7Pwxy5c1tDuD6Y9NhQFhXMEtkmVSw0gxYV6gXQJZzlMIFPslPa4SYNxnnp3mL-tTDcMGszBGkCxqQg0SAs0WEUh2pXZkoTNj4_efli10mZVzf-f-4roQMlNyc82IfkP3mqjbOt2Je84hGWn-GdUIO7fPQoss5O96PP1PrdOqFxZLooY8H7Y8C8oyxV8SvfoIorcyRqUcGYnZ-YdABnKlAwqJ5vhdHf7DZqleD1Jn_aJlQEle-CHdueztZhAgnZZfYpXp8bG0&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=47CItWxdtsRl4zx3orO2qA%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Maharashtra,Pune,Mid-Senior level,20.0,"chef, scripting language, security, operating system, nosql, mongodb, design, continuous integration, ansible, software, business, support, debugging, bash, database, cassandra, linux, redis, rotation, computer science",Class 1
10,Accenture in India,Finance Process Enablement Associate-Procure to Pay Processing,Full-time,On-site,Information Technology & Services,10001,1551657,https://www.linkedin.com/jobs/view/3423452156/?eBP=CwEAAAGF0usrTQWyfUnUqVU3th5K32dZ9HU_pv02vLWWx39VKt2N3dJqZyffBHU2hMm8TP7RFyLYsnUfzpjedV5LRXyuEKdHNAG1-iASzHGBho4OnAu_5kLYef_lwXgK8SirxdoWhkB8noW1K8PFa_SjpCNOt8NzOmk_Dt6G9gDDclSLNHGJb850OJb5FwmF6HQAtreEwwXN4GjMEtnmuG771TztydeSjcEy7T_6jyjFPkt5lnwad8csWmNTKKFmK6zgvcvdg2Kc-6XFXN_d3i7LfzFlcr20NZAvJXH9iEy70zCanmzaP7lhlimeIfBjgJ9j1csy9HiDd4rcbY0dpN1m0RzUYk2IH3bu4zf4p3AIkDP3pFG8Fgohd_FWC6TOV9n79ck&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=uhDj4pDCcNthYyMZtplE2Q%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Haryana,Gurgaon,Entry level,115.0,"finance, accounting, swift, interaction, security",Class 1
11,Yangpoo Executive Education,Career Counselor - Mumbai,Full-time,On-site,E-learning,125,12061,https://www.linkedin.com/jobs/view/3443486873/?eBP=CwEAAAGF0usrTa2bLYpmNiS60tqLomY4nL2AwUuB-T3_9Y07pA2pTClZtByfZ9j-OAYbIXBkk01ABDba3N6ulxQGrRxfQVqzRa-ihBFhI1ov7qH1fqmd_GN6dw_GaOJISoHqUbPX11p2-a2cgAos9ey1VlIKX4kDWbikV7ew89snq-psxSnRIr-TOrYfbKj2A71PyTyRt6GiacJHX-t7wDqhoA76l8cMj6bEkHlXVZ1F19Hb396__Hc4jMZgZ8FnzPWLDkxttHILoslE49HJWWb2xdO-6gF7-ZuCidB9WFfZtjZl7km1cES0xh7xn15aRgDMCBeczZdJZGBbvlps1AbH-ARck5w0Ntm_F3NkkaBNbbPOSq8HbK72EDb3R7OB84cfvRViCldiwENMTgc2Li7NwREcqRo&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=niZA2FIWkegMk8ibtUvQOA%3D%3D&trk=flagship3_search_srp_jobs,3 hours ago,India,Maharashtra,Mumbai,Full-time,3.0,marketing,Class 1
12,BYJU'S,Business Development Associate,Full-time,On-site,E-learning,10001,1735583,https://www.linkedin.com/jobs/view/3444059429/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=620K1gVq3rMXzJ4xu%2BRHrA%3D%3D&trk=flagship3_search_srp_jobs,1 hour ago,India,Uttar Pradesh,Noida,Full-time,4.0,"support, database",Class 1
13,JLL,Facility Helpdesk Executive,Full-time,On-site,Real Estate,10001,1624684,https://www.linkedin.com/jobs/view/3425160749/?eBP=CwEAAAGF0usrTVziRyKerBDdHtYSQN4IzR3L19BwOwX2NVs_yBKfbLkx2Sr96HM0Vo-1cCOsrsM_qzbCoe88ITGYwtXCk_P6jHKHp_-6LwVANLndTFRIMTdIJebS6GesujVGZmLG78M63uwLX5A1YXt7lWmlizmSugKvilBgpokuatm5p3Qwa5ycPnaX7kFRKHICoXR_58CjRl1rDSucnuuhq0w56KHf_z9R8ILysy-snhbDOVtKc7zuLZjXG2RhsCSiHF_o1WmU2F6dtXQP3Oh0i2emGpfFDeN74C-v_PSSEsZA1N8Em5VZHQ1PSPO5C8PtGr6ukixJFMYhacusg-Hgbb4SxfaADc2_DWpxWg_KCuImyaGtC3cVjhUD8MC8UdwYxS75xQ&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=RQKakgCCbRxV37OdA%2FaK3g%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Haryana,Gurgaon,Mid-Senior level,40.0,"support, material, security, performance metric, business",Class 1
14,Capgemini,Invoice Processing PA2 | 1 to2 years |Chennai,Full-time,On-site,Information Technology & Services,10001,5375511,https://www.linkedin.com/jobs/view/3429053840/?eBP=CwEAAAGF0usrTU3pAvL2a6tgLuD8s3dZK8n6-1I3I2X2p0Lty8CDLSOa1WNKR-1fdliSp9RAwPl0xX_IfPQV-fTJSTitkSnLAgQdplF-3mj6teQ2xrBc4L-G0Ooti_IlWSzn2KrvU-KuEVIMICim3wiNr7zSkoyMN0tl1rNhFNyvgVdZXB3zVhpExv3RJmyjZPZMApQfuZBvMSN3okN7lgM8E7K2qfDMB81N8RD29_cer54nxapPuyznWqlxg8D7RpjXIuht_ea05qJHQd4M26mZ-dkurEsoGkG4MxLp5xDgPhw9esc-W1HprMsFFXm9Eas7buC8-VGl4S1n3l_BbuJ8lMTX9jnOh_Dg_uWLF9LYnr_dcnMVzJMuZSFmIjOQwgWQPrJk8g&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=BDaue2spp480z6RpzBsU3w%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Tamil Nadu,Chennai,Entry level,189.0,accounting,Class 4
15,Cargill,Dairy Feed - Sales Officer,Full-time,Not-given,Food Production,10001,2089692,https://www.linkedin.com/jobs/view/3429383508/?eBP=CwEAAAGF0usrTffrQJul-yE9Oyy9sOu4fSY6Ht2LpXPdlt-OicVMN5wejQiaCFmIQ_fZxNBUMc2NkX1YRZo4vnVbx2KJxSiA4JYoDaz5OnCylTszyabMsxgYsoQUUZHjoge-dlFEfP5O1-azJBMjEeQ3gU25U1h5OrhmdYZg414TcaXbwCsTzKK5deiapAQqQBJBmzalQK4gd3yYacT0Fe2wlOr4u2hWUUbU8chVzu-U9-XFbkGZ-e_7ZsKgrpns5Zf3w43fsmBzjVWUpdf6cibfzDbtPHOZVKDHKrNKMH8VCL-yXiW78FMvJe2Uu_3VBtsLLMHbGsIE11QDE4IhF_ZI4s7LoIo-CHyLUV8Duc26ebeOYroOLfo78f6JgeZVsfpzzwtEk139&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=GqKUciu3XB%2F427lN2b5pdg%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Haryana,Faridabad,Mid-Senior level,132.0,"support, business",Class 4
16,Siemens,Territory Site Safety Officers,Full-time,On-site,Industrial Automation,10001,5928573,https://www.linkedin.com/jobs/view/3427603285/?eBP=CwEAAAGF0usrTZUUBoAT1BMFh65bbHZOQiuBenX24E4nMNWwITdxYLr_KSUs4bxyWmCLlio_97fPKz9AN3ryyRpNLszX4imXaOlhhHR8ENI9yrwyVpzAC9FUA0zSAx7mLLaus2nCvsJGx_1ZcdHMGjLbIv9Tx8O9RMba_k4Gqa5nwdL0WA_IT8qjAVaPpivl-TuRBT-aaGYGoVGZ8UjF-QJ_igMH0IkGrYai2hZGu8_rotSnCi-SZdlWvScP2bwHAplmXg2WdmPQB2TAhXx2GX2UzGjulTxi1dI0Bh-DzWg7XphEA9zK9SDqhROT-Yr8wOGh6kP1L8fC2HLU8Kc2aWAqpaVlkCcWsY_Y8bWBqFsAvym4b7S3CRsUaIobrjHsP583TBdiLA&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=9L1tU7aQmZDafXyZSBhyxg%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Haryana,Gurgaon,Mid-Senior level,191.0,"testing, component, business, project management, medium, mode, engineering, access control, security",Class 4
17,Curtiss-Wright Corporation,Trainee Associate,Full-time,Not-given,Defense & Space,7500,50989,https://www.linkedin.com/jobs/view/3433077235/?eBP=CwEAAAGF0usrTYN3WetqcaM-JUQVBiZNAslpIiCD41SF4LyJwzJf-h4wivUtjWmxrk6Ip6hTtLjjycrDYz8O0WG_OFQUbczMFYx-DoaCxU2tNKD1BeJ2dEhw1slTRJMd4yV3hyOmIKpt7yzcYy3WkWUJBUp3cGIIvJVsjR4BvHw-jKYPXZTwAZWbDCMPNyR4JewQwNl6U5-17HTwDGdl2--y9ah-QlQ1g0MYP_4cBhFGSNkZPZ_xKxOU8z2_0JSjC9g6eQbwjhA64fx1WH2CIR05ti0GA_Ykywrcgcak7E5dIq5l3viNh4KaCdEM0ODq8t48gTiQpqMETfQVLNXfOC5RMvEX9xXpMAy_U0Wj0pOCAzswt08Sb5_hLNkD8lbuRmCRrzDnAA&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=kCeqauhDGTncVE2B3Db3ig%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Maharashtra,Haveli,Internship,121.0,"sketch, security",Class 1
18,Sutherland,PowerBI - Dashboard Developer,Full-time,On-site,Information Technology & Services,10001,503057,https://www.linkedin.com/jobs/view/3447653236/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=Clb9orf%2Fj0l63q7%2FvCXmAw%3D%3D&trk=flagship3_search_srp_jobs,5 hours ago,India,Tamil Nadu,Chennai,Entry level,18.0,"support, back office, java, design, data structure, programming language, python, business process, data integrity, ai, azure, analytics, business",Class 1
19,Wells Fargo,Independent Testing Specialist,Full-time,On-site,Financial Services,10001,2081894,https://www.linkedin.com/jobs/view/3446950374/?eBP=CwEAAAGF0usrTSY1aEtC7UxSADqfBoYwTawcRieGFXzcOICJ7JnHzLrdzKBNQp0yksKWx4E7dVcgBZ0TpBOK5fEiazVDKIQYYC9hCju4EDTQ-8mqBqbgjxbl0PvM5GX9oicYIrjxHLGBRA9dXpW7oh9agSFg4rwcC2ul8hCiHUh3ApwgQ0fCbyi1qSCU9fAYaogYrjed5dxyyqf1Cl49kD2l5RCQatAZDtkRIdWXmd95sELSYWRzzBb3_Xecy3h6UgWKXES6na7cLYyrFFR1SBlPKeOzqjJC1bMpDzNQTXY08zjNdhbCkDfPqGa2nfJZ9iqhLs551T7SSFm0lMbZrPeNp8x9bEGTdw&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=eCGhpQFNPNfW8aYjoLXq1g%3D%3D&trk=flagship3_search_srp_jobs,15 hours ago,India,Karnataka,Bengaluru,Associate,0.0,"finance, support, testing, accounting, schedule, design, monitoring, documentation, business process, framework, business",Class 4
20,Jubilant Biosys Limited,Trainee Research Associate-Synthesis-Jubilant Biosys,Full-time,On-site,Research,750,98511,https://www.linkedin.com/jobs/view/3425714469/?eBP=CwEAAAGF0usrTcDefY_ZL-Qa7mtjyk2DxmnOozW_K9BYbAlJI9egDdj3fMGarRyhvS-YpPJhlNwqTLIy5R5FVRqIFG3UlQo6s7WU92ZNOZ2S0XRfjYh_3t3-pzGQzA7zRuPVg5WKpqS82kSop1KEQg9FqjTZ7KoUIgqc5zAz1-TMa8Y26QoHmnQHVeq_9xzC5Rn3Le9qr7u30AwlPmCswZEcmRK7fK72eiDvlgXX6AOKelUmDuZqS-gnBa3yCZF242gVacPMxzNPrUgXfdf1Gn3nkJOQvFUUrrTh7DMnATzkHEJEnQgWdwvfV6xWWuYFV6zStqyXEYqdxlKmq3CcWI_GhqgSa-f-3g&refId=7%2F9uUgoApkHR609O%2F7frqw%3D%3D&trackingId=ggjMLLj8JkinSF9cfKQanw%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Uttar Pradesh,Gautam Buddha Nagar,Internship,200.0,business,Class 1
21,Genpact,Management Trainee- RTR-BFS025252,Full-time,On-site,Information Technology & Services,10001,2433459,https://www.linkedin.com/jobs/view/3425164963/?eBP=CwEAAAGF0usxpYoVZUrTAbkWtpIk6tyDVPB0JQOjb1BKaZrft0JHH21n9O37OlR8bW7Kicz4vODrvZHvcGBFcvUNE1kkHY4nTbKCBn5-YLSbjtsbNxeAJsYz3RD36qxJJTejSn7lvizAghX0o537lz9PFIvcR6zBhM6Qwmh7_3R7Ig36ZkERpR5W1CMTCxs7qem0XcO14ptbiFqHrzGPKnkejxMd_RwM1o1_3c0SWNbWAaAI9XSsfPCOJHeYJXspZfMRZbdkvfk5U9uGwNuJSJQWrmcU2XAZ6-mEQ6DXGw3NtJDdvcvGKX_J5LEJmmQ9N1LmL0OaGFo2rpop5ObnP6TtmjAanmjF8LWu5qBtPAg-I4UdTy7CyB0B74Kbk7a_U83-fO8&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=jZwGMuEVadygmPm2hXCZ4w%3D%3D&trk=flagship3_search_srp_jobs,2 weeks ago,India,Uttar Pradesh,Noida,Associate,54.0,"support, twitter, accounting, schedule, business",Class 4
22,Appen,Search Engine Evaluation,Part-time,Remote,Information Technology & Services,750,894575,https://www.linkedin.com/jobs/view/3426213068/?eBP=CwEAAAGF0usxpVKCAC_SDcvt8sHQnWFqpogtaFE9n7JGO37tIi3ZCeeKzliGnjXS52tSZmrHQTvHwZk857UvQuTlIx9ztFDNPhEjhqrUmeY293PpNo07vmdPy3FMD6mREaI4VDXYpUIo3-T8-7WoT1uDcLO7HKmKlLPWyH22t50QcOO2Ctwi3rBBLGU7Ox8iHqercak8S4pPW6npk-yhFIs3qPKjDZODtUEN-OvdVXyJculnJLDDhmj08CHDWTnhtGZ0KCACgaSBPKEEIj6JrypC6ODUU32wQAt-wEmykWwBzFh5x-RwDy-lUoNJ3aJngqOXpgHcfANyk7T5XmjEWIXG2UttxhM&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=CK54bIXQdi5nyxLwaq041w%3D%3D&trk=flagship3_search_srp_jobs,1 week ago,India,Uttar Pradesh,Agra,Part-time,33.0,"specification, artificial intelligence, search engine, ai",Class 1
23,Magic Spangle Studios Pvt. Ltd.,Business Developer- Freshers Only,Full-time,On-site,,Not-given,Not-given,https://www.linkedin.com/jobs/view/3418860393/?eBP=CwEAAAGF0usxpb4mp_lrAN9iP3sgteU55cP0-zPEXrPGin2b7qbnIGp3uwd-EJeHdiNwKbZKQ0N5_ereGKb07rUdBmp79LcTj7OWh6Xb1PmCExZkV-Cw1__DOYFkd4ewqq3OiUqHCu6iBuiwAXP4Q2L_fiJobQ0tqOCqgyfCPWAzcLlEH30TvEEG1UvZ7LI3G3M76IUinhe26bta0djxzwmVYpbnkS4KMYQAd3Jeg-Cv7hrgtPWTNyilwGY-h28gh5zpbVnC4XiVXvh0-qzwcz7_UGUY_NpCv7S_XnppiXCJwIhmx9xL2ViJH0Eit1bkrzYfSVebkY_ZkeuRFSQ8z-H6dQ4qfokzJoq2OLlGW5PmqQFj3nBasDPW&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=3hrODFWzw6NcgZlX1lXseg%3D%3D&trk=flagship3_search_srp_jobs,3 days ago,India,Delhi,New Delhi,Full-time,36.0,"medium, specification, advertising, marketing, business",Class 4
25,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Not-found,Class 4
26,Accenture in India,Procure to Pay Operations New Associate-Procure to Pay Processing,Full-time,On-site,Information Technology & Services,10001,1551663,https://www.linkedin.com/jobs/view/3447610828/?eBP=CwEAAAGF0usxpQmp891Opcf1sbePEoa6l4CiTZjL3zEUnYZCHiVvNlU9w4gcT7yn1dLE0zhyZKYvYGFTk6SmT95oHyYXER4kkm_3v_4McKZUiCkW4wqKAH3degtG9QdPlXbW2s1LpvNIJdXs7Mul-0PjEwAow_EB0iyZjFj9iSPbP5PYzmIkwwUZD3gJ_KFo0hm3E9XabxQ-GPw8Y4gkjYhw7bwhE7_r1h3ecvECC6Se4vlRC43B30PrWmPO69cv3fWb4rxr2OOajb_vHgb7gwYKSDntidJIN3isaNcglFFrwAi3VCHlOoYlpCeUGfG-J7rIXDIc1damsoPNPTkKPrdmCxPQiOKjitOKqIAZwpVv5R6cas1Ajj2w0WpysD1xJWlrM2fyUw&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=dKtGZJWx8Gy6I5cZfTHNfA%3D%3D&trk=flagship3_search_srp_jobs,6 hours ago,India,Rajasthan,Jaipur,Entry level,1.0,"finance, interaction, accounting, security",Class 1
27,Ferrero,Sales Officer - Bhatinda,Full-time,Hybrid,Consumer Goods,10001,1062120,https://www.linkedin.com/jobs/view/3447189709/?eBP=CwEAAAGF0usxpfDy9mAr_E-l2q-cST_JQn73Dn3TXSx_odhROfS08PWKI50nBzBBcsZOu_dxhM7fadSoZxaD4883HOrP_YvqRthuCC_CHhRGDirx-6RLN1E8hm-q_qFixIgoOGAnYU9FHRde-M3w_2hlvwerCa6l4OoQtRw3Dx6qdSj-AeFMGzO906tbMY9HZdWxDDs2Y6bE4d41p3LZOo-X4oimgBmWfo829LDKZUPBOfiz_cwpCffzq3QBB3DGp0NGGLqUovM4nru1I_tAS1Tv20Ahbsrq8Y_EIlhZs2hesWgnmYd8nDyP-WsTNsTSHuAtXvIMm9G8MABNJLt7z56oYZs6m0wL1cIKCCvfZN4Ht0hstREYTLwFf3dT6xRScAoSAvGsnUP1&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=KJrnHKdc6H1gY1NhhyV4Bw%3D%3D&trk=flagship3_search_srp_jobs,13 hours ago,India,Punjab,Bhatinda,Entry level,5.0,"segment, software, mobile, business",Class 1
28,Four Seasons Hotels and Resorts,Reservations Agent,Full-time,On-site,Hospitality,10001,1228860,https://www.linkedin.com/jobs/view/3443489955/?eBP=CwEAAAGF0usxpYH4EjD0_IbHKHfguiNjHbeiwHsF_PSvs65kEjTCIPt3UAVppz6Yd6mOLXT984fZ0R8-OVw_wt66QuE7FybVN9WuGXbd4m7x6amqGdLutfONU5fhpJ9OvqNuQ4kzQ8bBGqY2bKzvOOE2aBELL0VtLFisQ5BXc1X7-NiPbQ7oCcNrlQUfT9VfLsost-pfiGdf-jhIX4irR5MunhRQYNswVQ6aCP8hTbUROo1S01dzaW9vLaludsRU7n6uCQ09p_IJB2OjmsHnNYoJiRYnAsvzIK7Qf5OlrT5dcPWNiiP490Uc16ODUIoU35xsyVzGdZ3ICyRB2bJVfH4CfnwIpHap1ZDBCGSYRDDOw7XrqHusEKO9wTffGD9c-w5JDGw&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=VQZaqUf7zvfpcxBEKnBpYw%3D%3D&trk=flagship3_search_srp_jobs,19 hours ago,India,Maharashtra,Mumbai,Full-time,12.0,"marketing, material",Class 1
29,NewsFirstKannada,Receptionist,Full-time,On-site,Broadcast Media,350,288,https://www.linkedin.com/jobs/view/3444038080/?eBP=CwEAAAGF0usxpVjzG_j1mskVp-XdgxpIgiirUAjI65cNxG1ZalQZecBU79xAjsBlDanAqb0A0HOu5TPYLAkH8rrDezbrF3b1nx2lw235akeBgz6lP1McG040v0rdnjJJPAyCV3DqLz4sws18I1YKGqI1v4oNtT4XOvG6UqmRCTE81qJzYdz5hD7H5OmIh9iS7YuhAlE51rLpYiRn2EWs13hREYk6l2R5hESIzJO8-ZE_pH2A1-Hu10aZhJfsMkWHWi9VocEOEUY00EYRqQZRhsWyaA21po4kSZcZOToVS8FcPYfBIvxThOihFxNCEo0wUkr8c6gkquCGvFOeJVCRBMEJm7avvl91yuD_3K1bkR6EZX-TBVp_gVWCJl9cJyhAnuQbdk8&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=c9KQ8RdwEtCgZTHywHtSWw%3D%3D&trk=flagship3_search_srp_jobs,2 hours ago,India,Karnataka,Bengaluru,Entry level,13.0,material,Class 1
30,BYJU'S,Business Development Associate,Full-time,Remote,E-learning,10001,1735590,https://www.linkedin.com/jobs/view/3444058544/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=Tok7bnb3HhRovsMT08u%2BKw%3D%3D&trackingId=xsTWOroDoTEwYHGwDJuaGw%3D%3D&trk=flagship3_search_srp_jobs,1 hour ago,India,any,any,Full-time,27.0,"performance metric, business",Class 1
